	B_ThCSE - FS_ThCSE	B_Th - FS_Th	diff_ThCSE_Th	pattern
ANXA13	0	0	0	0x0x0
ANXA2	0	0	0	0x0x0
ANXA2P1	0	0	0	0x0x0
ANXA2P2	0	0	0	0x0x0
ANXA2P3	0	0	0	0x0x0
ANXA3	0	0	0	0x0x0
ANXA4	0	0	0	0x0x0
ANXA5	0	0	0	0x0x0
ANXA6	0	0	0	0x0x0
ANXA7	0	-1	0	0x1x0
ANXA8	0	0	0	0x0x0
ANXA8L1	0	0	0	0x0x0
ANXA8L2	0	0	0	0x0x0
ANXA9	0	0	0	0x0x0
AOAH	0	0	0	0x0x0
AOC2	0	0	0	0x0x0
AOC3	0	0	0	0x0x0
AOF2	0	0	0	0x0x0
AOX1	0	0	0	0x0x0
AOX2P	0	0	0	0x0x0
AP1B1	0	0	0	0x0x0
AP1G1	0	0	0	0x0x0
AP1G2	0	0	0	0x0x0
AP1GBP1	-1	0	0	1x0x0
AP1M1	0	-1	0	0x1x0
AP1M2	0	0	0	0x0x0
AP1S1	0	0	0	0x0x0
AP1S2	0	0	0	0x0x0
AP1S3	0	0	0	0x0x0
AP2A1	0	0	0	0x0x0
AP2A2	0	0	0	0x0x0
AP2B1	0	0	0	0x0x0
AP2M1	0	0	0	0x0x0
AP2S1	0	0	0	0x0x0
AP3B1	0	0	0	0x0x0
AP3B2	0	0	0	0x0x0
AP3D1	0	0	0	0x0x0
AP3M1	0	-1	0	0x1x0
AP3M2	0	0	0	0x0x0
AP3S1	1	1	0	1x1x0
AP3S2	0	0	0	0x0x0
AP4B1	0	0	0	0x0x0
AP4E1	0	0	0	0x0x0
AP4M1	0	0	0	0x0x0
AP4S1	0	0	0	0x0x0
APAF1	0	0	0	0x0x0
APBA1	0	0	0	0x0x0
APBA2	0	0	0	0x0x0
APBA2BP	0	0	0	0x0x0
APBA3	0	0	0	0x0x0
APBB1	0	0	0	0x0x0
APBB1IP	0	0	0	0x0x0
APBB2	0	0	0	0x0x0
APBB3	0	0	0	0x0x0
APC	0	0	0	0x0x0
APC2	0	0	0	0x0x0
APCDD1	0	0	0	0x0x0
APCDD1L	0	0	0	0x0x0
APCS	0	0	0	0x0x0
APEG1	0	0	0	0x0x0
APEH	0	-1	0	0x1x0
APEX1	0	0	0	0x0x0
APEX2	0	0	0	0x0x0
APH1A	0	0	0	0x0x0
APH1B	0	0	0	0x0x0
API5	0	0	0	0x0x0
APIP	0	0	0	0x0x0
APITD1	0	0	0	0x0x0
APLF	0	0	0	0x0x0
APLN	0	0	0	0x0x0
APLNR	0	0	0	0x0x0
APLP1	0	0	0	0x0x0
APLP2	0	1	0	0x1x0
APM-1	0	0	0	0x0x0
APOA1	0	1	0	0x1x0
APOA1BP	0	-1	0	0x1x0
APOA2	0	0	0	0x0x0
APOA4	0	0	0	0x0x0
APOA5	0	0	0	0x0x0
APOB	0	0	0	0x0x0
APOB48R	0	0	0	0x0x0
APOBEC1	0	0	0	0x0x0
APOBEC2	0	0	0	0x0x0
APOBEC3A	0	0	0	0x0x0
APOBEC3B	0	0	0	0x0x0
APOBEC3C	0	0	0	0x0x0
APOBEC3D	0	0	0	0x0x0
APOBEC3F	0	0	0	0x0x0
APOBEC3G	0	0	0	0x0x0
APOBEC3H	0	0	0	0x0x0
APOBEC4	0	0	0	0x0x0
APOC1	0	0	0	0x0x0
APOC2	0	0	0	0x0x0
APOC3	0	0	0	0x0x0
APOC4	0	0	0	0x0x0
APOD	0	0	0	0x0x0
APOE	0	0	0	0x0x0
APOF	0	0	0	0x0x0
APOH	0	0	0	0x0x0
APOL1	0	0	0	0x0x0
APOL2	0	0	0	0x0x0
APOL3	-1	-1	0	1x1x0
APOL4	0	0	0	0x0x0
APOL5	0	0	0	0x0x0
APOL6	0	0	0	0x0x0
APOLD1	0	0	0	0x0x0
APOM	0	0	0	0x0x0
APOO	0	-1	0	0x1x0
APOOL	0	0	0	0x0x0
APP	0	0	0	0x0x0
APPBP2	0	0	0	0x0x0
APPL1	0	0	0	0x0x0
APPL2	0	0	0	0x0x0
APRIN	0	0	0	0x0x0
APRT	0	0	0	0x0x0
APTX	0	0	0	0x0x0
AQP1	0	0	0	0x0x0
AQP10	0	0	0	0x0x0
AQP11	0	0	0	0x0x0
AQP12A	0	0	0	0x0x0
AQP12B	0	0	0	0x0x0
AQP2	0	0	0	0x0x0
AQP3	0	-1	0	0x1x0
AQP4	0	0	0	0x0x0
AQP5	0	0	0	0x0x0
AQP6	0	0	0	0x0x0
AQP7	0	0	0	0x0x0
AQP7P1	0	0	0	0x0x0
AQP7P2	0	0	0	0x0x0
AQP8	0	0	0	0x0x0
AQP9	0	0	0	0x0x0
AQR	0	0	0	0x0x0
AR	0	0	0	0x0x0
ARAF	-1	0	0	1x0x0
ARAP1	0	1	0	0x1x0
ARAP2	0	0	0	0x0x0
ARAP3	0	0	0	0x0x0
ARC	0	0	0	0x0x0
ARCN1	0	0	0	0x0x0
ARD1A	0	-1	0	0x1x0
ARD1B	0	0	0	0x0x0
AREG	0	0	0	0x0x0
AREGB	0	0	0	0x0x0
ARF1	0	0	0	0x0x0
ARF3	0	0	0	0x0x0
ARF4	0	0	0	0x0x0
ARF5	0	0	0	0x0x0
ARF6	0	0	0	0x0x0
ARFGAP1	0	0	0	0x0x0
ARFGAP2	-1	-1	0	1x1x0
ARFGAP3	0	0	0	0x0x0
ARFGEF1	0	0	0	0x0x0
ARFGEF2	0	0	0	0x0x0
ARFIP1	0	0	0	0x0x0
ARFIP2	0	0	0	0x0x0
ARFRP1	0	0	0	0x0x0
ARG1	0	0	0	0x0x0
ARG2	0	1	0	0x1x0
ARG99	0	0	0	0x0x0
ARGFX	0	0	0	0x0x0
ARGFXP2	0	0	0	0x0x0
ARGLU1	0	0	0	0x0x0
ARHGAP1	0	0	0	0x0x0
ARHGAP10	0	0	0	0x0x0
ARHGAP11A	0	0	0	0x0x0
ARHGAP11B	0	0	0	0x0x0
ARHGAP12	0	0	0	0x0x0
ARHGAP15	0	0	0	0x0x0
ARHGAP17	0	0	0	0x0x0
ARHGAP18	0	0	0	0x0x0
ARHGAP19	1	1	0	1x1x0
ARHGAP20	0	0	0	0x0x0
ARHGAP21	0	0	0	0x0x0
ARHGAP22	0	0	0	0x0x0
ARHGAP23	0	0	0	0x0x0
ARHGAP24	0	0	0	0x0x0
ARHGAP25	0	0	0	0x0x0
ARHGAP26	0	0	0	0x0x0
ARHGAP27	0	0	0	0x0x0
ARHGAP28	0	0	0	0x0x0
ARHGAP29	0	0	0	0x0x0
ARHGAP30	0	0	0	0x0x0
ARHGAP4	0	0	0	0x0x0
ARHGAP5	0	0	0	0x0x0
ARHGAP6	0	0	0	0x0x0
ARHGAP8	0	0	0	0x0x0
ARHGAP9	0	0	0	0x0x0
ARHGDIA	0	0	0	0x0x0
ARHGDIB	0	0	0	0x0x0
ARHGDIG	0	0	0	0x0x0
ARHGEF1	0	0	0	0x0x0
ARHGEF10	0	1	0	0x1x0
ARHGEF10L	0	0	0	0x0x0
ARHGEF11	0	0	0	0x0x0
ARHGEF12	0	0	0	0x0x0
ARHGEF15	0	0	0	0x0x0
ARHGEF16	0	0	0	0x0x0
ARHGEF17	0	0	0	0x0x0
ARHGEF18	0	0	0	0x0x0
ARHGEF19	0	0	0	0x0x0
ARHGEF2	0	0	0	0x0x0
ARHGEF3	0	-1	0	0x1x0
ARHGEF4	0	0	0	0x0x0
ARHGEF5	0	1	0	0x1x0
ARHGEF5L	0	0	0	0x0x0
ARHGEF6	0	0	0	0x0x0
ARHGEF7	0	1	0	0x1x0
ARHGEF9	0	0	0	0x0x0
ARID1A	0	0	0	0x0x0
ARID1B	0	0	0	0x0x0
ARID2	0	0	0	0x0x0
ARID3A	1	1	0	1x1x0
ARID3B	0	0	0	0x0x0
ARID3C	0	0	0	0x0x0
ARID4A	0	0	0	0x0x0
ARID4B	0	0	0	0x0x0
ARID5A	0	0	0	0x0x0
ARID5B	0	0	0	0x0x0
ARIH1	0	0	0	0x0x0
ARIH2	0	0	0	0x0x0
ARL1	0	0	0	0x0x0
ARL10	0	0	0	0x0x0
ARL11	0	0	0	0x0x0
ARL13A	0	0	0	0x0x0
ARL13B	0	0	0	0x0x0
ARL14	0	0	0	0x0x0
ARL15	0	0	0	0x0x0
ARL16	0	0	0	0x0x0
ARL17B	0	0	0	0x0x0
ARL17P1	0	0	0	0x0x0
ARL2	0	0	0	0x0x0
ARL2BP	0	0	0	0x0x0
ARL3	0	-1	0	0x1x0
ARL4A	0	0	0	0x0x0
ARL4C	0	0	0	0x0x0
ARL4D	0	0	0	0x0x0
ARL5A	0	0	0	0x0x0
ARL5B	0	0	0	0x0x0
ARL5C	0	0	0	0x0x0
ARL6	0	0	0	0x0x0
ARL6IP1	0	0	0	0x0x0
ARL6IP4	0	0	0	0x0x0
ARL6IP5	0	0	0	0x0x0
ARL6IP6	0	0	0	0x0x0
ARL8A	0	0	0	0x0x0
ARL8B	0	0	0	0x0x0
ARL9	0	0	0	0x0x0
ARMC1	0	0	0	0x0x0
ARMC10	0	0	0	0x0x0
ARMC2	0	0	0	0x0x0
ARMC3	0	0	0	0x0x0
ARMC4	0	0	0	0x0x0
ARMC5	0	0	0	0x0x0
ARMC6	0	0	0	0x0x0
ARMC7	0	0	0	0x0x0
ARMC8	0	0	0	0x0x0
ARMC9	0	0	0	0x0x0
ARMCX1	0	0	0	0x0x0
ARMCX2	0	1	0	0x1x0
ARMCX3	0	0	0	0x0x0
ARMCX4	0	0	0	0x0x0
ARMCX5	0	0	0	0x0x0
ARMCX6	0	0	0	0x0x0
ARMET	0	0	0	0x0x0
ARMS2	0	0	0	0x0x0
ARNT	0	0	0	0x0x0
ARNT2	0	0	0	0x0x0
ARNTL	0	0	0	0x0x0
ARNTL2	0	0	0	0x0x0
ARP11	0	0	0	0x0x0
ARPC1A	0	0	0	0x0x0
ARPC1B	0	-1	0	0x1x0
ARPC2	0	0	0	0x0x0
ARPC3	0	0	0	0x0x0
ARPC4	0	0	0	0x0x0
ARPC5	0	0	0	0x0x0
ARPC5L	0	0	0	0x0x0
ARPM1	0	0	0	0x0x0
ARPM2	0	0	0	0x0x0
ARPP19	0	0	0	0x0x0
ARPP-21	0	0	0	0x0x0
ARR3	0	0	0	0x0x0
ARRB1	0	0	0	0x0x0
ARRB2	0	0	0	0x0x0
ARRDC1	0	0	0	0x0x0
ARRDC2	0	0	0	0x0x0
ARRDC3	0	0	0	0x0x0
ARRDC4	0	0	0	0x0x0
ARRDC5	0	0	0	0x0x0
ARS2	0	0	0	0x0x0
ARSA	0	0	0	0x0x0
ARSB	0	0	0	0x0x0
ARSD	0	0	0	0x0x0
ARSE	0	0	0	0x0x0
ARSF	0	0	0	0x0x0
ARSG	0	0	0	0x0x0
ARSH	0	0	0	0x0x0
ARSI	0	0	0	0x0x0
ARSJ	0	0	0	0x0x0
ARSK	0	0	0	0x0x0
ART1	0	0	0	0x0x0
ART3	0	0	0	0x0x0
ART4	0	0	0	0x0x0
ART5	0	0	0	0x0x0
ARTN	0	0	0	0x0x0
ARV1	0	0	0	0x0x0
ARVCF	0	0	0	0x0x0
ARVP6125	0	0	0	0x0x0
ARX	0	0	0	0x0x0
AS3MT	0	0	0	0x0x0
ASAH1	0	-1	0	0x1x0
ASAH2	0	0	0	0x0x0
ASAH2B	0	0	0	0x0x0
ASAH2C	0	0	0	0x0x0
ASAM	0	0	0	0x0x0
ASAP1	0	0	0	0x0x0
ASAP1IT1	0	0	0	0x0x0
ASAP2	0	0	0	0x0x0
ASAP3	0	0	0	0x0x0
ASB1	0	0	0	0x0x0
ASB10	0	0	0	0x0x0
ASB11	0	0	0	0x0x0
ASB12	0	0	0	0x0x0
ASB13	0	0	0	0x0x0
ASB14	0	0	0	0x0x0
ASB15	0	0	0	0x0x0
ASB16	0	0	0	0x0x0
ASB17	0	0	0	0x0x0
ASB18	0	0	0	0x0x0
ASB2	0	0	0	0x0x0
ASB3	0	0	0	0x0x0
ASB4	0	0	0	0x0x0
ASB5	0	0	0	0x0x0
ASB6	0	0	0	0x0x0
ASB7	0	0	0	0x0x0
ASB8	0	0	0	0x0x0
ASB9	0	0	0	0x0x0
ASCC1	0	0	0	0x0x0
ASCC2	0	0	0	0x0x0
ASCC3	0	0	0	0x0x0
ASCL1	0	0	0	0x0x0
ASCL2	1	1	0	1x1x0
ASCL3	0	0	0	0x0x0
ASCL4	0	0	0	0x0x0
ASCL5	0	0	0	0x0x0
ASF1A	0	-1	0	0x1x0
ASF1B	0	0	0	0x0x0
ASFMR1	0	0	0	0x0x0
ASGR1	0	1	0	0x1x0
ASGR2	0	0	0	0x0x0
ASH1L	0	0	0	0x0x0
ASH2L	0	0	0	0x0x0
ASIP	0	0	0	0x0x0
ASL	0	0	0	0x0x0
ASMT	0	0	0	0x0x0
ASMTL	0	0	0	0x0x0
ASNA1	0	0	0	0x0x0
ASNS	0	0	0	0x0x0
ASNSD1	0	0	0	0x0x0
ASPA	0	0	0	0x0x0
ASPG	0	0	0	0x0x0
ASPH	0	0	0	0x0x0
ASPHD1	0	0	0	0x0x0
ASPHD2	0	0	0	0x0x0
ASPM	0	0	0	0x0x0
ASPN	0	0	0	0x0x0
ASPRV1	0	0	0	0x0x0
ASPSCR1	-1	-1	0	1x1x0
ASRGL1	0	0	0	0x0x0
ASS1	0	0	0	0x0x0
ASTE1	0	-1	0	0x1x0
ASTL	0	0	0	0x0x0
ASTN1	0	0	0	0x0x0
ASTN2	0	0	0	0x0x0
ASXL1	0	0	0	0x0x0
ASXL2	0	0	0	0x0x0
ASXL3	0	0	0	0x0x0
ASZ1	0	0	0	0x0x0
ATAD1	0	-1	0	0x1x0
ATAD2	0	0	0	0x0x0
ATAD2B	0	0	0	0x0x0
ATAD3A	0	0	0	0x0x0
ATAD3B	0	0	0	0x0x0
ATAD3C	0	0	0	0x0x0
ATAD5	0	0	0	0x0x0
ATCAY	0	0	0	0x0x0
ATE1	0	0	0	0x0x0
ATF1	0	0	0	0x0x0
ATF2	0	0	0	0x0x0
ATF3	0	0	0	0x0x0
ATF4	0	0	0	0x0x0
ATF5	0	0	0	0x0x0
ATF6	0	0	0	0x0x0
ATF6B	0	0	0	0x0x0
ATF7	0	0	0	0x0x0
ATF7IP	0	0	0	0x0x0
ATF7IP2	-1	0	0	1x0x0
ATG10	0	0	0	0x0x0
ATG12	0	1	0	0x1x0
ATG16L1	0	0	0	0x0x0
ATG16L2	0	0	0	0x0x0
ATG2A	0	0	0	0x0x0
ATG2B	0	0	0	0x0x0
ATG3	0	0	0	0x0x0
ATG4A	-1	-1	0	1x1x0
ATG4B	0	0	0	0x0x0
ATG4C	0	0	0	0x0x0
ATG4D	0	0	0	0x0x0
ATG5	0	0	0	0x0x0
ATG7	0	0	0	0x0x0
ATG9A	0	1	0	0x1x0
ATG9B	0	0	0	0x0x0
ATHL1	0	0	0	0x0x0
ATIC	0	0	0	0x0x0
ATL1	0	1	0	0x1x0
ATL2	0	0	0	0x0x0
ATL3	0	0	0	0x0x0
ATM	0	0	0	0x0x0
ATMIN	0	0	0	0x0x0
ATN1	0	0	0	0x0x0
ATOH1	0	0	0	0x0x0
ATOH7	0	0	0	0x0x0
ATOH8	0	0	0	0x0x0
ATOX1	0	0	0	0x0x0
ATP10A	0	0	0	0x0x0
ATP10B	0	0	0	0x0x0
ATP10D	0	0	0	0x0x0
ATP11A	0	0	0	0x0x0
ATP11B	0	0	0	0x0x0
ATP11C	0	0	0	0x0x0
ATP12A	0	0	0	0x0x0
ATP13A1	0	0	0	0x0x0
ATP13A2	0	0	0	0x0x0
ATP13A3	0	0	0	0x0x0
ATP13A4	0	0	0	0x0x0
ATP13A5	0	0	0	0x0x0
ATP1A1	0	0	0	0x0x0
ATP1A2	0	0	0	0x0x0
ATP1A3	0	0	0	0x0x0
ATP1A4	0	0	0	0x0x0
ATP1B1	0	0	0	0x0x0
ATP1B2	0	0	0	0x0x0
ATP1B3	0	0	0	0x0x0
ATP1B4	0	0	0	0x0x0
ATP2A1	0	0	0	0x0x0
ATP2A2	0	0	0	0x0x0
ATP2A3	0	0	0	0x0x0
ATP2B1	0	0	0	0x0x0
ATP2B2	0	0	0	0x0x0
ATP2B3	0	0	0	0x0x0
ATP2B4	0	0	0	0x0x0
ATP2C1	0	0	0	0x0x0
ATP2C2	0	0	0	0x0x0
ATP4A	0	0	0	0x0x0
ATP4B	0	0	0	0x0x0
ATP5A1	0	0	0	0x0x0
ATP5B	0	-1	0	0x1x0
ATP5C1	0	0	0	0x0x0
ATP5D	0	0	0	0x0x0
ATP5E	0	0	0	0x0x0
ATP5EP2	-1	-1	0	1x1x0
ATP5F1	0	0	0	0x0x0
ATP5G1	0	0	0	0x0x0
ATP5G2	0	0	0	0x0x0
ATP5G3	0	0	0	0x0x0
ATP5H	0	0	0	0x0x0
ATP5I	0	0	0	0x0x0
ATP5J	0	0	0	0x0x0
ATP5J2	0	0	0	0x0x0
ATP5L	-1	-1	0	1x1x0
ATP5O	0	0	0	0x0x0
ATP5S	-1	-1	0	1x1x0
ATP5SL	0	0	0	0x0x0
ATP6AP1	0	0	0	0x0x0
ATP6AP1L	0	0	0	0x0x0
ATP6AP2	0	0	0	0x0x0
ATP6V0A1	0	0	0	0x0x0
ATP6V0A2	0	0	0	0x0x0
ATP6V0A4	0	1	0	0x1x0
ATP6V0B	0	-1	0	0x1x0
ATP6V0C	0	0	0	0x0x0
ATP6V0D1	0	0	0	0x0x0
ATP6V0D2	0	0	0	0x0x0
ATP6V0E1	0	0	0	0x0x0
ATP6V0E2	-1	-1	0	1x1x0
ATP6V1A	0	0	0	0x0x0
ATP6V1B1	0	0	0	0x0x0
ATP6V1B2	0	0	0	0x0x0
ATP6V1C1	0	0	0	0x0x0
ATP6V1C2	0	0	0	0x0x0
ATP6V1D	0	0	0	0x0x0
ATP6V1E1	0	-1	0	0x1x0
ATP6V1E2	0	0	0	0x0x0
ATP6V1F	0	0	0	0x0x0
ATP6V1G1	-1	0	0	1x0x0
ATP6V1G2	0	0	0	0x0x0
ATP6V1G3	0	0	0	0x0x0
ATP6V1H	0	0	0	0x0x0
ATP7A	0	1	0	0x1x0
ATP7B	0	0	0	0x0x0
ATP8A1	0	0	0	0x0x0
ATP8A2	0	0	0	0x0x0
ATP8B1	0	0	0	0x0x0
ATP8B2	0	0	0	0x0x0
ATP8B3	0	0	0	0x0x0
ATP8B4	0	0	0	0x0x0
ATP9A	0	1	0	0x1x0
ATP9B	0	0	0	0x0x0
ATPAF1	0	0	0	0x0x0
ATPAF2	0	0	0	0x0x0
ATPBD1B	0	0	0	0x0x0
ATPBD3	0	0	0	0x0x0
ATPBD4	0	0	0	0x0x0
ATPGD1	0	0	0	0x0x0
ATPIF1	0	0	0	0x0x0
ATR	0	0	0	0x0x0
ATRIP	0	0	0	0x0x0
ATRN	0	0	0	0x0x0
ATRNL1	0	0	0	0x0x0
ATRX	0	0	0	0x0x0
ATXN1	0	0	0	0x0x0
ATXN10	0	0	0	0x0x0
ATXN1L	0	0	0	0x0x0
ATXN2	0	0	0	0x0x0
ATXN2L	0	0	0	0x0x0
ATXN3	0	0	0	0x0x0
ATXN3L	0	0	0	0x0x0
ATXN7	0	0	0	0x0x0
ATXN7L1	0	0	0	0x0x0
ATXN7L2	0	0	0	0x0x0
ATXN7L3	0	0	0	0x0x0
ATXN8OS	0	0	0	0x0x0
AUH	0	0	0	0x0x0
AUP1	0	0	0	0x0x0
AURKA	0	0	0	0x0x0
AURKAIP1	0	0	0	0x0x0
AURKAPS1	0	0	0	0x0x0
AURKB	0	0	0	0x0x0
AURKC	0	0	0	0x0x0
AUTS2	0	0	0	0x0x0
AVEN	0	0	0	0x0x0
AVIL	0	0	0	0x0x0
AVL9	0	0	0	0x0x0
AVP	0	0	0	0x0x0
AVPI1	0	0	0	0x0x0
AVPR1A	0	0	0	0x0x0
AVPR1B	0	0	0	0x0x0
AVPR2	0	0	0	0x0x0
AWAT2	0	0	0	0x0x0
AXIN1	0	0	0	0x0x0
AXIN2	0	0	0	0x0x0
AXL	0	0	0	0x0x0
AXUD1	0	1	0	0x1x0
AYP1P1	0	0	0	0x0x0
AZGP1	0	0	0	0x0x0
AZI1	0	0	0	0x0x0
AZI2	0	0	0	0x0x0
AZIN1	0	0	0	0x0x0
AZU1	0	0	0	0x0x0
B2M	0	0	0	0x0x0
B3GALNT1	0	0	0	0x0x0
B3GALNT2	0	0	0	0x0x0
B3GALT1	0	0	0	0x0x0
B3GALT2	0	0	0	0x0x0
B3GALT3	0	0	0	0x0x0
B3GALT4	0	0	0	0x0x0
B3GALT5	0	0	0	0x0x0
B3GALT6	0	0	0	0x0x0
B3GALTL	0	0	0	0x0x0
B3GAT1	0	0	0	0x0x0
B3GAT2	0	0	0	0x0x0
B3GAT3	0	0	0	0x0x0
B3GNT1	0	0	0	0x0x0
B3GNT2	0	0	0	0x0x0
B3GNT3	0	0	0	0x0x0
B3GNT4	0	1	0	0x1x0
B3GNT5	0	0	0	0x0x0
B3GNT6	0	0	0	0x0x0
B3GN-T6	0	0	0	0x0x0
B3GNT7	0	0	0	0x0x0
B3GNT8	0	0	0	0x0x0
B3GNT9	0	0	0	0x0x0
B3GNTL1	0	0	0	0x0x0
B4GALNT1	0	0	0	0x0x0
B4GALNT2	0	0	0	0x0x0
B4GALNT3	0	0	0	0x0x0
B4GALNT4	0	0	0	0x0x0
B4GALT1	0	0	0	0x0x0
B4GALT2	0	0	0	0x0x0
B4GALT3	0	0	0	0x0x0
B4GALT4	0	0	0	0x0x0
B4GALT5	1	1	0	1x1x0
B4GALT6	0	0	0	0x0x0
B4GALT7	0	0	0	0x0x0
B9D1	0	0	0	0x0x0
B9D2	0	0	0	0x0x0
BAALC	0	0	0	0x0x0
BAAT	0	0	0	0x0x0
BACE1	0	0	0	0x0x0
BACE2	0	0	0	0x0x0
BACH1	0	0	0	0x0x0
BACH2	0	0	0	0x0x0
BAD	0	0	0	0x0x0
BAG1	0	0	0	0x0x0
BAG2	0	0	0	0x0x0
BAG3	0	0	0	0x0x0
BAG4	0	0	0	0x0x0
BAG5	0	0	0	0x0x0
BAGE	0	0	0	0x0x0
BAGE2	0	0	0	0x0x0
BAGE3	0	0	0	0x0x0
BAGE4	0	0	0	0x0x0
BAGE5	0	1	0	0x1x0
BAHCC1	0	0	0	0x0x0
BAHD1	0	0	0	0x0x0
BAI1	0	0	0	0x0x0
BAI2	0	0	0	0x0x0
BAI3	0	0	0	0x0x0
BAIAP2	0	0	0	0x0x0
BAIAP2L1	0	0	0	0x0x0
BAIAP2L2	0	0	0	0x0x0
BAIAP3	0	0	0	0x0x0
BAK1	0	-1	0	0x1x0
BAMBI	0	0	0	0x0x0
BANF1	0	0	0	0x0x0
BANF2	0	0	0	0x0x0
BANK1	0	0	0	0x0x0
BANP	0	1	0	0x1x0
BAP1	0	0	0	0x0x0
BAPX1	0	0	0	0x0x0
BARD1	0	0	0	0x0x0
BARHL1	0	0	0	0x0x0
BARHL2	0	0	0	0x0x0
BARX1	0	1	0	0x1x0
BARX2	0	0	0	0x0x0
BASE	0	0	0	0x0x0
BASP1	0	0	0	0x0x0
BAT1	0	0	0	0x0x0
BAT2	0	0	0	0x0x0
BAT2D1	0	0	0	0x0x0
BAT2L	0	0	0	0x0x0
BAT3	0	1	0	0x1x0
BAT4	0	0	0	0x0x0
BAT5	0	-1	0	0x1x0
BATF	0	0	0	0x0x0
BATF2	0	0	0	0x0x0
BATF3	0	0	0	0x0x0
BAX	0	0	0	0x0x0
BAZ1A	0	0	0	0x0x0
BAZ1B	0	0	0	0x0x0
BAZ2A	0	0	0	0x0x0
BAZ2B	0	0	0	0x0x0
BBC3	0	0	0	0x0x0
BBOX1	0	0	0	0x0x0
BBS1	0	0	0	0x0x0
BBS10	0	0	0	0x0x0
BBS12	0	0	0	0x0x0
BBS2	0	0	0	0x0x0
BBS4	-1	0	0	1x0x0
BBS5	0	0	0	0x0x0
BBS7	0	0	0	0x0x0
BBS9	0	0	0	0x0x0
BBX	0	0	0	0x0x0
BCAM	0	0	0	0x0x0
BCAN	0	0	0	0x0x0
BCAP29	0	0	0	0x0x0
BCAP31	0	0	0	0x0x0
BCAR1	0	0	0	0x0x0
BCAR3	0	0	0	0x0x0
BCAR4	0	0	0	0x0x0
BCAS1	0	0	0	0x0x0
BCAS2	0	0	0	0x0x0
BCAS3	0	0	0	0x0x0
BCAS4	0	0	0	0x0x0
BCAT1	1	1	0	1x1x0
BCAT2	0	0	0	0x0x0
BCCIP	0	0	0	0x0x0
BCDIN3D	0	0	0	0x0x0
BCHE	0	0	0	0x0x0
BCKDHA	0	0	0	0x0x0
BCKDHB	0	0	0	0x0x0
BCKDK	1	1	0	1x1x0
BCL10	0	0	0	0x0x0
BCL11A	0	0	0	0x0x0
BCL11B	0	0	0	0x0x0
BCL2	0	0	0	0x0x0
BCL2A1	0	0	0	0x0x0
BCL2L1	0	0	0	0x0x0
BCL2L10	0	0	0	0x0x0
BCL2L11	0	0	0	0x0x0
BCL2L12	0	0	0	0x0x0
BCL2L13	0	1	0	0x1x0
BCL2L14	0	0	0	0x0x0
BCL2L15	0	0	0	0x0x0
BCL2L2	1	1	0	1x1x0
BCL3	0	0	0	0x0x0
BCL6	0	0	0	0x0x0
BCL6B	0	0	0	0x0x0
BCL7A	0	0	0	0x0x0
BCL7B	0	0	0	0x0x0
BCL7C	0	0	0	0x0x0
BCL8	0	0	0	0x0x0
BCL9	0	0	0	0x0x0
BCL9L	0	0	0	0x0x0
BCLAF1	0	0	0	0x0x0
BCMO1	0	0	0	0x0x0
BCO2	0	0	0	0x0x0
BCOR	1	1	0	1x1x0
BCORL1	0	0	0	0x0x0
BCORL2	0	0	0	0x0x0
BCR	0	0	0	0x0x0
BCS1L	0	0	0	0x0x0
BCYRN1	0	0	0	0x0x0
BDH1	0	0	0	0x0x0
BDH2	0	0	0	0x0x0
BDKRB1	0	0	0	0x0x0
BDKRB2	0	0	0	0x0x0
BDNF	0	0	0	0x0x0
BDNFOS	0	0	0	0x0x0
BDP1	0	0	0	0x0x0
BEAN	0	0	0	0x0x0
BECN1	-1	-1	0	1x1x0
BECN1L1	0	0	0	0x0x0
BEGAIN	0	0	0	0x0x0
BEND2	0	0	0	0x0x0
BEND3	0	0	0	0x0x0
BEND4	0	0	0	0x0x0
BEND5	1	1	0	1x1x0
BEND6	0	0	0	0x0x0
BEND7	0	0	0	0x0x0
BEST1	0	0	0	0x0x0
BEST2	0	0	0	0x0x0
BEST3	0	0	0	0x0x0
BEST4	0	0	0	0x0x0
BET1	0	0	0	0x0x0
BET1L	0	0	0	0x0x0
BET3L	0	0	0	0x0x0
BEX1	0	0	0	0x0x0
BEX2	0	0	0	0x0x0
BEX4	0	0	0	0x0x0
BEX5	0	0	0	0x0x0
BEXL1	0	0	0	0x0x0
BEYLA	0	0	0	0x0x0
BFAR	0	0	0	0x0x0
BFSP1	0	0	0	0x0x0
BFSP2	0	0	0	0x0x0
BGLAP	0	0	0	0x0x0
BGN	0	0	0	0x0x0
BHLHA15	0	0	0	0x0x0
BHLHB2	0	0	0	0x0x0
BHLHB3	0	0	0	0x0x0
BHLHB4	0	0	0	0x0x0
BHLHB9	0	0	0	0x0x0
BHLHE22	0	0	0	0x0x0
BHMT	0	0	0	0x0x0
BHMT2	0	0	0	0x0x0
BICC1	0	0	0	0x0x0
BICD1	0	0	0	0x0x0
BICD2	0	0	0	0x0x0
BID	0	0	0	0x0x0
BIK	0	0	0	0x0x0
BIN1	0	0	0	0x0x0
BIN2	0	0	0	0x0x0
BIN3	0	0	0	0x0x0
BIRC1	0	0	0	0x0x0
BIRC2	0	0	0	0x0x0
BIRC3	0	1	0	0x1x0
BIRC5	0	0	0	0x0x0
